Area Code (FAO),Nation,Item,Year,yf_agrc_vegetables_tonne_ha,Unit,Element
56,Dominican Republic,"Onions, dry",1962,51154,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1963,55385,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1964,60548,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1965,60139,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1966,61772,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1967,57931,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1968,60000,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1969,60071,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1970,62069,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1971,63333,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1972,64516,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1973,63636,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1974,61297,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1975,64546,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1976,63346,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1977,64857,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1978,65045,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1979,63929,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1980,75686,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1981,71114,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1982,89057,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1983,78092,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1984,97831,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1985,86045,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1986,95517,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1987,75798,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1988,70525,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1989,63837,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1990,67771,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1991,69795,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1992,53346,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1993,61860,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1994,79906,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1995,69646,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1996,80951,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1997,80748,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1998,77072,hg/ha,Yield
56,Dominican Republic,"Onions, dry",1999,97126,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2000,115434,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2001,118515,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2002,109645,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2003,140384,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2004,125474,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2005,131114,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2006,154126,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2007,158953,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2008,163882,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2009,172964,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2010,182048,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2011,176045,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2012,149898,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2013,140212,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2014,142653,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2015,139262,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2016,134684,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2017,133686,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2018,134079,hg/ha,Yield
56,Dominican Republic,"Onions, dry",2019,134989,hg/ha,Yield
56,Dominican Republic,Tomatoes,1961,200136,hg/ha,Yield
56,Dominican Republic,Tomatoes,1962,201178,hg/ha,Yield
56,Dominican Republic,Tomatoes,1963,208000,hg/ha,Yield
56,Dominican Republic,Tomatoes,1964,202686,hg/ha,Yield
56,Dominican Republic,Tomatoes,1965,194446,hg/ha,Yield
56,Dominican Republic,Tomatoes,1966,199538,hg/ha,Yield
56,Dominican Republic,Tomatoes,1967,199037,hg/ha,Yield
56,Dominican Republic,Tomatoes,1968,207400,hg/ha,Yield
56,Dominican Republic,Tomatoes,1969,209667,hg/ha,Yield
56,Dominican Republic,Tomatoes,1970,210017,hg/ha,Yield
56,Dominican Republic,Tomatoes,1971,216320,hg/ha,Yield
56,Dominican Republic,Tomatoes,1972,218997,hg/ha,Yield
56,Dominican Republic,Tomatoes,1973,221648,hg/ha,Yield
56,Dominican Republic,Tomatoes,1974,218813,hg/ha,Yield
56,Dominican Republic,Tomatoes,1975,218405,hg/ha,Yield
56,Dominican Republic,Tomatoes,1976,218694,hg/ha,Yield
56,Dominican Republic,Tomatoes,1977,232679,hg/ha,Yield
56,Dominican Republic,Tomatoes,1978,232649,hg/ha,Yield
56,Dominican Republic,Tomatoes,1979,198629,hg/ha,Yield
56,Dominican Republic,Tomatoes,1980,228393,hg/ha,Yield
56,Dominican Republic,Tomatoes,1981,207256,hg/ha,Yield
56,Dominican Republic,Tomatoes,1982,218729,hg/ha,Yield
56,Dominican Republic,Tomatoes,1983,175306,hg/ha,Yield
56,Dominican Republic,Tomatoes,1984,214874,hg/ha,Yield
56,Dominican Republic,Tomatoes,1985,206114,hg/ha,Yield
56,Dominican Republic,Tomatoes,1986,207321,hg/ha,Yield
56,Dominican Republic,Tomatoes,1987,203628,hg/ha,Yield
56,Dominican Republic,Tomatoes,1988,214983,hg/ha,Yield
56,Dominican Republic,Tomatoes,1989,175094,hg/ha,Yield
56,Dominican Republic,Tomatoes,1990,199137,hg/ha,Yield
56,Dominican Republic,Tomatoes,1991,120508,hg/ha,Yield
56,Dominican Republic,Tomatoes,1992,144144,hg/ha,Yield
56,Dominican Republic,Tomatoes,1993,67764,hg/ha,Yield
56,Dominican Republic,Tomatoes,1994,174413,hg/ha,Yield
56,Dominican Republic,Tomatoes,1995,214810,hg/ha,Yield
56,Dominican Republic,Tomatoes,1996,253949,hg/ha,Yield
56,Dominican Republic,Tomatoes,1997,266313,hg/ha,Yield
56,Dominican Republic,Tomatoes,1998,254943,hg/ha,Yield
56,Dominican Republic,Tomatoes,1999,264964,hg/ha,Yield
56,Dominican Republic,Tomatoes,2000,275912,hg/ha,Yield
56,Dominican Republic,Tomatoes,2001,260344,hg/ha,Yield
56,Dominican Republic,Tomatoes,2002,274435,hg/ha,Yield
56,Dominican Republic,Tomatoes,2003,303796,hg/ha,Yield
56,Dominican Republic,Tomatoes,2004,258979,hg/ha,Yield
56,Dominican Republic,Tomatoes,2005,331680,hg/ha,Yield
56,Dominican Republic,Tomatoes,2006,330664,hg/ha,Yield
56,Dominican Republic,Tomatoes,2007,299473,hg/ha,Yield
56,Dominican Republic,Tomatoes,2008,305952,hg/ha,Yield
56,Dominican Republic,Tomatoes,2009,296158,hg/ha,Yield
56,Dominican Republic,Tomatoes,2010,655715,hg/ha,Yield
56,Dominican Republic,Tomatoes,2011,425307,hg/ha,Yield
56,Dominican Republic,Tomatoes,2012,357227,hg/ha,Yield
56,Dominican Republic,Tomatoes,2013,388982,hg/ha,Yield
56,Dominican Republic,Tomatoes,2014,328574,hg/ha,Yield
56,Dominican Republic,Tomatoes,2015,448015,hg/ha,Yield
56,Dominican Republic,Tomatoes,2016,403085,hg/ha,Yield
56,Dominican Republic,Tomatoes,2017,310322,hg/ha,Yield
56,Dominican Republic,Tomatoes,2018,374632,hg/ha,Yield
56,Dominican Republic,Tomatoes,2019,379907,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1961,119143,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1962,104067,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1963,104226,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1964,109802,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1965,129883,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1966,130078,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1967,134588,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1968,150375,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1969,140115,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1970,149920,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1971,157633,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1972,156078,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1973,156296,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1974,165385,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1975,179104,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1976,180723,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1977,168932,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1978,170297,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1979,153571,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1980,189583,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1981,180180,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1982,185430,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1983,180000,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1984,173913,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1985,158824,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1986,173913,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1987,163636,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1988,136364,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1989,145455,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1990,145455,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1991,130769,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1992,130769,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1993,128571,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1994,128571,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1995,125000,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1996,125000,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1997,123077,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1998,125926,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",1999,128571,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2000,128571,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2001,123333,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2002,106250,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2003,106061,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2004,111772,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2005,112500,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2006,110938,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2007,111765,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2008,119947,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2009,139196,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2010,152412,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2011,165385,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2012,180000,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2013,180000,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2014,173156,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2015,163004,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2016,156432,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2017,151700,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2018,144772,hg/ha,Yield
56,Dominican Republic,"Vegetables, fresh nes",2019,165502,hg/ha,Yield
58,Ecuador,Asparagus,1990,28000,hg/ha,Yield
58,Ecuador,Asparagus,1991,25367,hg/ha,Yield
58,Ecuador,Asparagus,1992,30059,hg/ha,Yield
58,Ecuador,Asparagus,1993,12370,hg/ha,Yield
58,Ecuador,Asparagus,1994,15774,hg/ha,Yield
58,Ecuador,Asparagus,1995,17759,hg/ha,Yield
58,Ecuador,Asparagus,1996,28000,hg/ha,Yield
58,Ecuador,Asparagus,1997,25992,hg/ha,Yield
58,Ecuador,Asparagus,1998,28000,hg/ha,Yield
58,Ecuador,Asparagus,1999,26615,hg/ha,Yield
58,Ecuador,Asparagus,2000,28000,hg/ha,Yield
58,Ecuador,Asparagus,2001,28846,hg/ha,Yield
58,Ecuador,Asparagus,2002,28571,hg/ha,Yield
58,Ecuador,Asparagus,2003,28333,hg/ha,Yield
58,Ecuador,Asparagus,2004,28878,hg/ha,Yield
58,Ecuador,Asparagus,2005,27861,hg/ha,Yield
58,Ecuador,Asparagus,2006,28049,hg/ha,Yield
58,Ecuador,Asparagus,2007,28313,hg/ha,Yield
58,Ecuador,Asparagus,2008,28095,hg/ha,Yield
58,Ecuador,Asparagus,2009,28488,hg/ha,Yield
58,Ecuador,Asparagus,2010,28049,hg/ha,Yield
58,Ecuador,Asparagus,2011,28918,hg/ha,Yield
58,Ecuador,Asparagus,2012,29239,hg/ha,Yield
58,Ecuador,Asparagus,2013,28904,hg/ha,Yield
58,Ecuador,Asparagus,2014,29261,hg/ha,Yield
58,Ecuador,Asparagus,2015,29500,hg/ha,Yield
58,Ecuador,Asparagus,2016,29106,hg/ha,Yield
58,Ecuador,Asparagus,2017,29201,hg/ha,Yield
58,Ecuador,Asparagus,2018,29293,hg/ha,Yield
58,Ecuador,Asparagus,2019,29363,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1961,230000,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1962,428161,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1963,389545,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1964,391329,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1965,420949,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1966,263371,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1967,513737,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1968,307990,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1969,406719,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1970,339582,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1971,388967,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1972,290623,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1973,262925,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1974,252185,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1975,235268,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1976,297046,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1977,295037,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1978,241542,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1979,183827,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1980,194807,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1981,186507,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1982,156754,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1983,173322,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1984,181892,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1985,174885,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1986,124863,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1987,149100,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1988,155694,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1989,93333,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1990,131600,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1991,80314,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1992,99753,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1993,87491,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1994,73765,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1995,64553,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1996,119699,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1997,156536,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1998,182446,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,1999,194074,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2000,56847,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2001,61901,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2002,66482,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2003,59205,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2004,66422,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2005,68274,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2006,68750,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2007,71656,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2008,71941,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2009,71772,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2010,70016,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2011,68245,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2012,66474,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2013,65149,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2014,62767,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2015,59934,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2016,57261,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2017,55551,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2018,54339,hg/ha,Yield
58,Ecuador,Cabbages and other brassicas,2019,53458,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1961,161258,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1962,180333,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1963,111775,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1964,123565,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1965,169577,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1966,261050,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1967,284367,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1968,265306,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1969,243243,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1970,228571,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1971,233333,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1972,214286,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1973,200000,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1974,181818,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1975,150000,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1976,133333,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1977,100000,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1978,100000,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1979,69485,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1980,70945,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1981,77000,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1982,78125,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1983,87292,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1984,86391,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1985,89294,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1986,107361,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1987,114046,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1988,128625,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1989,70133,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1990,85778,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1991,47083,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1992,115333,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1993,111545,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1994,70632,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1995,69136,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1996,58963,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1997,72885,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1998,57085,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,1999,55128,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2000,117585,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2001,59187,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2002,91788,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2003,81482,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2004,76993,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2005,77004,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2006,77470,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2007,77429,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2008,77393,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2009,77356,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2010,77326,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2011,77291,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2012,77250,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2013,77214,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2014,77360,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2015,77419,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2016,77150,hg/ha,Yield
58,Ecuador,Cauliflowers and broccoli,2017,77122,hg/ha,Yield
