Area Code (FAO),Nation,Item,Year,yf_agrc_cereals_tonne_ha,Unit,Element
236,Venezuela (Bolivarian Republic of),Sorghum,2018,28635,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2019,21725,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1961,5403,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1962,5258,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1963,5249,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1964,5540,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1965,5806,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1966,5000,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1967,5151,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1968,4757,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1969,3721,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1970,3775,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1971,4328,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1972,4431,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1973,4599,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1974,3981,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1975,3669,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1976,4052,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1977,3955,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1978,3809,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1979,3739,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1980,4009,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1981,3992,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1982,3731,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1983,3797,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1984,3670,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1985,3839,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1986,3502,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1987,3312,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1988,3340,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1989,3382,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1990,3444,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1991,3460,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1992,3767,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1993,4189,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1994,4829,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1995,3977,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1996,8704,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1997,12610,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1998,16465,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,1999,20039,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2000,25721,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2001,27465,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2002,30000,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2003,29804,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2004,30000,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2005,29543,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2006,30137,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2007,30000,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2008,29870,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2009,29792,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2010,30000,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2011,30000,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2012,29863,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2013,29815,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2014,29815,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2015,29833,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2016,29787,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2017,27943,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2018,26705,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Wheat,2019,26384,hg/ha,Yield
